employee_id,job_title,department,location,cost_center,shift,manager_id
EMP_11772,Desenvolvedor Python,Vendas,Belo Horizonte,CC025,Morning,EMP_00217
EMP_11773,Coordenador de TI,Marketing,Salvador,CC007,Morning,EMP_00003
EMP_11774,Diretor de Operações,Operações,Belo Horizonte,CC006,Morning,EMP_00583
EMP_11775,Consultor de BI,Recursos Humanos,Porto Alegre,CC049,Morning,EMP_00150
EMP_11776,Coordenador de TI,Jurídico,Belo Horizonte,CC043,Morning,EMP_00664
EMP_11777,Consultor de BI,Vendas,Belo Horizonte,CC005,Morning,EMP_00106
EMP_11778,Engenheiro de Dados,TI,Porto Alegre,CC003,Morning,EMP_00556
EMP_11779,Analista Financeiro,TI,Salvador,CC013,Morning,EMP_00940
EMP_11780,Auxiliar Administrativo,Vendas,Porto Alegre,CC046,Morning,EMP_00698
EMP_11781,Gerente de RH,Marketing,Rio de Janeiro,CC040,Afternoon,EMP_00226
EMP_11782,Auxiliar Administrativo,Marketing,Salvador,CC004,Afternoon,EMP_00392
EMP_11783,Auxiliar Administrativo,Vendas,São Paulo,CC038,Morning,EMP_00965
EMP_11784,Analista Financeiro,TI,Rio de Janeiro,CC044,Afternoon,EMP_00209
EMP_11785,Diretor de Operações,Financeiro,Fortaleza,CC007,Afternoon,EMP_00521
EMP_11786,Gerente de RH,Recursos Humanos,Fortaleza,CC027,Morning,EMP_00250
EMP_11787,Desenvolvedor Python,Vendas,Belo Horizonte,CC013,Morning,EMP_00602
EMP_11788,Engenheiro de Dados,Marketing,Salvador,CC016,Night,EMP_00281
EMP_11789,Estagiário,Jurídico,Belo Horizonte,CC018,Afternoon,EMP_00684
EMP_11790,Estagiário,Vendas,São Paulo,CC049,Night,EMP_00660
EMP_11791,Engenheiro de Dados,Financeiro,Fortaleza,CC045,Morning,EMP_00832
EMP_11792,Consultor de BI,TI,Belo Horizonte,CC023,Morning,EMP_00658
EMP_11793,Diretor de Operações,Vendas,Curitiba,CC018,Morning,EMP_00907
EMP_11794,Consultor de BI,Vendas,Rio de Janeiro,CC030,Afternoon,EMP_00494
EMP_11795,Coordenador de TI,Vendas,Salvador,CC049,Afternoon,EMP_00358
EMP_11796,Diretor de Operações,Jurídico,Belo Horizonte,CC026,Afternoon,EMP_00894
EMP_11797,Gerente de RH,Financeiro,Fortaleza,CC004,Night,EMP_00865
EMP_11798,Engenheiro de Dados,Recursos Humanos,Salvador,CC047,Morning,EMP_00610
EMP_11799,Consultor de BI,Marketing,Porto Alegre,CC005,Night,EMP_00347
EMP_11800,Diretor de Operações,TI,Fortaleza,CC033,Morning,EMP_00167
EMP_11801,Auxiliar Administrativo,Financeiro,Rio de Janeiro,CC042,Afternoon,EMP_00642
EMP_11802,Analista de Dados,Jurídico,Belo Horizonte,CC016,Night,EMP_00744
EMP_11803,Diretor de Operações,Financeiro,Belo Horizonte,CC041,Afternoon,EMP_00539
EMP_11804,Analista Financeiro,Marketing,São Paulo,CC009,Afternoon,EMP_00052
EMP_11805,Coordenador de TI,TI,Curitiba,CC022,Morning,EMP_00955
EMP_11806,Consultor de BI,Financeiro,Curitiba,CC003,Morning,EMP_00839
EMP_11807,Desenvolvedor Python,Jurídico,Salvador,CC027,Morning,EMP_00409
EMP_11808,Auxiliar Administrativo,Marketing,São Paulo,CC028,Afternoon,EMP_00993
EMP_11809,Estagiário,Operações,Fortaleza,CC041,Morning,EMP_00263
EMP_11810,Estagiário,Jurídico,Fortaleza,CC018,Afternoon,EMP_00816
EMP_11811,Diretor de Operações,Operações,Belo Horizonte,CC042,Morning,EMP_00714
EMP_11812,Coordenador de TI,Marketing,São Paulo,CC004,Morning,EMP_00427
EMP_11813,Coordenador de TI,Marketing,Rio de Janeiro,CC035,Afternoon,EMP_00793
EMP_11814,Engenheiro de Dados,Jurídico,Porto Alegre,CC024,Morning,EMP_00343
EMP_11815,Gerente de RH,TI,São Paulo,CC014,Afternoon,EMP_00946
EMP_11816,Diretor de Operações,Vendas,Salvador,CC019,Morning,EMP_00372
EMP_11817,Analista Financeiro,Vendas,Belo Horizonte,CC034,Morning,EMP_00772
EMP_11818,Consultor de BI,Operações,São Paulo,CC018,Morning,EMP_00116
EMP_11819,Coordenador de TI,Marketing,São Paulo,CC005,Afternoon,EMP_00172
EMP_11820,Diretor de Operações,Operações,Rio de Janeiro,CC001,Morning,EMP_00355
EMP_11821,Analista Financeiro,Jurídico,Fortaleza,CC031,Morning,EMP_00261
EMP_11822,Analista de Dados,Marketing,Rio de Janeiro,CC041,Afternoon,EMP_00058
EMP_11823,Coordenador de TI,Operações,Rio de Janeiro,CC034,Morning,EMP_00468
EMP_11824,Auxiliar Administrativo,Vendas,São Paulo,CC046,Afternoon,EMP_00432
EMP_11825,Analista de Dados,Operações,Rio de Janeiro,CC025,Morning,EMP_00370
EMP_11826,Desenvolvedor Python,Operações,Porto Alegre,CC018,Night,EMP_00620
EMP_11827,Estagiário,Jurídico,São Paulo,CC036,Morning,EMP_00337
EMP_11828,Coordenador de TI,TI,Belo Horizonte,CC019,Afternoon,EMP_00213
EMP_11829,Desenvolvedor Python,Recursos Humanos,Salvador,CC003,Night,EMP_00158
EMP_11830,Estagiário,Marketing,Salvador,CC001,Morning,EMP_00629
EMP_11831,Desenvolvedor Python,Marketing,Belo Horizonte,CC002,Afternoon,EMP_00216
EMP_11832,Coordenador de TI,Operações,Belo Horizonte,CC009,Morning,EMP_00180
EMP_11833,Analista Financeiro,Operações,Porto Alegre,CC023,Morning,EMP_00648
EMP_11834,Analista de Dados,Recursos Humanos,Rio de Janeiro,CC025,Morning,EMP_00230
EMP_11835,Coordenador de TI,Financeiro,Salvador,CC035,Afternoon,EMP_00433
EMP_11836,Desenvolvedor Python,TI,São Paulo,CC001,Morning,EMP_00102
EMP_11837,Analista Financeiro,Financeiro,Salvador,CC038,Afternoon,EMP_00946
EMP_11838,Coordenador de TI,Marketing,São Paulo,CC016,Morning,EMP_00099
EMP_11839,Desenvolvedor Python,TI,Salvador,CC009,Afternoon,EMP_00197
EMP_11840,Coordenador de TI,TI,São Paulo,CC043,Afternoon,EMP_00320
EMP_11841,Gerente de RH,Marketing,Porto Alegre,CC023,Morning,EMP_00504
EMP_11842,Estagiário,Operações,Belo Horizonte,CC043,Morning,EMP_00105
EMP_11843,Diretor de Operações,TI,Rio de Janeiro,CC045,Morning,EMP_00711
EMP_11844,Desenvolvedor Python,Vendas,Salvador,CC009,Afternoon,EMP_00861
EMP_11845,Consultor de BI,Jurídico,Porto Alegre,CC016,Morning,EMP_00456
EMP_11846,Consultor de BI,Financeiro,Fortaleza,CC035,Night,EMP_00642
EMP_11847,Gerente de RH,Financeiro,Rio de Janeiro,CC039,Afternoon,EMP_00630
EMP_11848,Engenheiro de Dados,Financeiro,Belo Horizonte,CC041,Morning,EMP_00904
EMP_11849,Gerente de RH,TI,Porto Alegre,CC031,Afternoon,EMP_00822
EMP_11850,Estagiário,Financeiro,Curitiba,CC049,Morning,EMP_00141
EMP_11851,Auxiliar Administrativo,Vendas,São Paulo,CC021,Night,EMP_00861
EMP_11852,Estagiário,Financeiro,Porto Alegre,CC036,Night,EMP_00049
EMP_11853,Coordenador de TI,Vendas,Rio de Janeiro,CC005,Morning,EMP_00600
EMP_11854,Engenheiro de Dados,Marketing,Fortaleza,CC042,Afternoon,EMP_00899
EMP_11855,Gerente de RH,Operações,Curitiba,CC001,Afternoon,EMP_00858
EMP_11856,Desenvolvedor Python,TI,Salvador,CC010,Afternoon,EMP_00286
EMP_11857,Consultor de BI,Recursos Humanos,Salvador,CC041,Morning,EMP_00482
EMP_11858,Estagiário,Vendas,Fortaleza,CC028,Morning,EMP_00293
EMP_11859,Engenheiro de Dados,Jurídico,Porto Alegre,CC049,Afternoon,EMP_00547
EMP_11860,Consultor de BI,TI,Rio de Janeiro,CC017,Morning,EMP_00507
EMP_11861,Estagiário,Vendas,Fortaleza,CC028,Night,EMP_00909
EMP_11862,Diretor de Operações,Recursos Humanos,Porto Alegre,CC001,Afternoon,EMP_00641
EMP_11863,Gerente de RH,Vendas,Fortaleza,CC011,Morning,EMP_00756
EMP_11864,Analista de Dados,Jurídico,Salvador,CC022,Night,EMP_00087
EMP_11865,Estagiário,Vendas,Belo Horizonte,CC001,Morning,EMP_00311
EMP_11866,Diretor de Operações,Operações,Rio de Janeiro,CC018,Morning,EMP_00991
EMP_11867,Coordenador de TI,Operações,Belo Horizonte,CC031,Afternoon,EMP_00082
EMP_11868,Desenvolvedor Python,Financeiro,São Paulo,CC012,Afternoon,EMP_00561
EMP_11869,Gerente de RH,Vendas,Fortaleza,CC016,Morning,EMP_00005
EMP_11870,Analista de Dados,TI,Curitiba,CC029,Morning,EMP_00616
EMP_11871,Coordenador de TI,Operações,Belo Horizonte,CC027,Morning,EMP_00952
EMP_11872,Coordenador de TI,Operações,Curitiba,CC025,Morning,EMP_00435
EMP_11873,Analista de Dados,Recursos Humanos,Curitiba,CC044,Morning,EMP_00138
EMP_11874,Desenvolvedor Python,Recursos Humanos,Belo Horizonte,CC044,Afternoon,EMP_00327
EMP_11875,Desenvolvedor Python,Vendas,Rio de Janeiro,CC049,Afternoon,EMP_00393
EMP_11876,Desenvolvedor Python,TI,Curitiba,CC030,Afternoon,EMP_00151
EMP_11877,Auxiliar Administrativo,Operações,Curitiba,CC016,Morning,EMP_00821
EMP_11878,Gerente de RH,Recursos Humanos,Belo Horizonte,CC017,Morning,EMP_00649
EMP_11879,Diretor de Operações,Financeiro,Porto Alegre,CC024,Afternoon,EMP_00435
EMP_11880,Engenheiro de Dados,Jurídico,Salvador,CC032,Morning,EMP_00480
EMP_11881,Diretor de Operações,Financeiro,Salvador,CC020,Morning,EMP_00380
EMP_11882,Desenvolvedor Python,Marketing,Belo Horizonte,CC019,Morning,EMP_00766
EMP_11883,Estagiário,TI,Porto Alegre,CC036,Afternoon,EMP_00756
EMP_11884,Consultor de BI,Operações,Curitiba,CC032,Afternoon,EMP_00789
EMP_11885,Analista Financeiro,Jurídico,Fortaleza,CC047,Night,EMP_00060
EMP_11886,Diretor de Operações,Vendas,Curitiba,CC036,Morning,EMP_00760
EMP_11887,Coordenador de TI,Operações,Salvador,CC005,Morning,EMP_00724
EMP_11888,Coordenador de TI,Jurídico,Porto Alegre,CC006,Morning,EMP_00091
EMP_11889,Estagiário,Recursos Humanos,Belo Horizonte,CC023,Morning,EMP_00137
EMP_11890,Analista de Dados,TI,Curitiba,CC024,Night,EMP_00192
EMP_11891,Auxiliar Administrativo,Marketing,Belo Horizonte,CC014,Morning,EMP_00163
EMP_11892,Gerente de RH,Operações,Fortaleza,CC008,Morning,EMP_00357
EMP_11893,Estagiário,Recursos Humanos,Porto Alegre,CC011,Morning,EMP_00258
EMP_11894,Engenheiro de Dados,Marketing,São Paulo,CC028,Morning,EMP_00014
EMP_11895,Gerente de RH,Vendas,Rio de Janeiro,CC013,Afternoon,EMP_00287
EMP_11896,Diretor de Operações,Marketing,São Paulo,CC050,Night,EMP_00468
EMP_11897,Engenheiro de Dados,TI,São Paulo,CC004,Morning,EMP_00730
EMP_11898,Consultor de BI,Recursos Humanos,Salvador,CC027,Afternoon,EMP_00157
EMP_11899,Consultor de BI,Marketing,Curitiba,CC013,Afternoon,EMP_01000
EMP_11900,Diretor de Operações,Vendas,Porto Alegre,CC036,Morning,EMP_00604
EMP_11901,Diretor de Operações,Operações,Porto Alegre,CC031,Night,EMP_00793
EMP_11902,Diretor de Operações,Vendas,Porto Alegre,CC020,Afternoon,EMP_00276
EMP_11903,Auxiliar Administrativo,Operações,São Paulo,CC027,Morning,EMP_00020
EMP_11904,Coordenador de TI,Operações,Salvador,CC029,Afternoon,EMP_00228
EMP_11905,Engenheiro de Dados,Jurídico,Porto Alegre,CC007,Afternoon,EMP_00847
EMP_11906,Consultor de BI,TI,Porto Alegre,CC034,Afternoon,EMP_00093
EMP_11907,Estagiário,Jurídico,Fortaleza,CC024,Morning,EMP_00190
EMP_11908,Engenheiro de Dados,Marketing,Salvador,CC050,Morning,EMP_00870
EMP_11909,Estagiário,TI,Curitiba,CC035,Morning,EMP_00557
EMP_11910,Analista de Dados,Recursos Humanos,São Paulo,CC024,Morning,EMP_00011
EMP_11911,Desenvolvedor Python,Recursos Humanos,Salvador,CC027,Morning,EMP_00781
EMP_11912,Engenheiro de Dados,Vendas,Porto Alegre,CC014,Morning,EMP_00961
EMP_11913,Coordenador de TI,Jurídico,Porto Alegre,CC009,Afternoon,EMP_00088
EMP_11914,Consultor de BI,Financeiro,Fortaleza,CC013,Afternoon,EMP_00238
EMP_11915,Auxiliar Administrativo,Financeiro,Rio de Janeiro,CC039,Afternoon,EMP_00801
EMP_11916,Coordenador de TI,Jurídico,Porto Alegre,CC007,Morning,EMP_00312
EMP_11917,Desenvolvedor Python,Financeiro,Fortaleza,CC013,Morning,EMP_00300
EMP_11918,Auxiliar Administrativo,Marketing,São Paulo,CC015,Morning,EMP_00771
EMP_11919,Desenvolvedor Python,Vendas,Porto Alegre,CC028,Afternoon,EMP_00008
EMP_11920,Desenvolvedor Python,Operações,Curitiba,CC008,Morning,EMP_00956
EMP_11921,Diretor de Operações,Jurídico,Rio de Janeiro,CC016,Afternoon,EMP_00614
EMP_11922,Gerente de RH,Financeiro,Porto Alegre,CC047,Morning,EMP_00124
EMP_11923,Consultor de BI,Jurídico,Fortaleza,CC044,Morning,EMP_00722
EMP_11924,Analista Financeiro,Jurídico,Curitiba,CC017,Night,EMP_00504
EMP_11925,Consultor de BI,TI,Rio de Janeiro,CC047,Afternoon,EMP_00592
EMP_11926,Estagiário,Financeiro,Fortaleza,CC003,Morning,EMP_00569
EMP_11927,Estagiário,Recursos Humanos,Porto Alegre,CC025,Afternoon,EMP_00346
EMP_11928,Gerente de RH,Vendas,Rio de Janeiro,CC002,Morning,EMP_00094
EMP_11929,Engenheiro de Dados,TI,Salvador,CC023,Morning,EMP_00291
EMP_11930,Auxiliar Administrativo,Jurídico,São Paulo,CC021,Morning,EMP_00263
EMP_11931,Coordenador de TI,Jurídico,Curitiba,CC028,Morning,EMP_00398
EMP_11932,Diretor de Operações,Financeiro,Belo Horizonte,CC028,Morning,EMP_00140
EMP_11933,Coordenador de TI,Vendas,Belo Horizonte,CC012,Morning,EMP_00378
EMP_11934,Desenvolvedor Python,Recursos Humanos,Rio de Janeiro,CC047,Morning,EMP_00442
EMP_11935,Consultor de BI,Jurídico,Fortaleza,CC027,Afternoon,EMP_00960
EMP_11936,Diretor de Operações,TI,Rio de Janeiro,CC043,Morning,EMP_00284
EMP_11937,Auxiliar Administrativo,Recursos Humanos,Rio de Janeiro,CC035,Afternoon,EMP_00753
EMP_11938,Analista Financeiro,Financeiro,São Paulo,CC017,Night,EMP_00035
EMP_11939,Desenvolvedor Python,Financeiro,Salvador,CC012,Afternoon,EMP_00647
EMP_11940,Auxiliar Administrativo,Recursos Humanos,Curitiba,CC037,Afternoon,EMP_00184
EMP_11941,Auxiliar Administrativo,TI,Rio de Janeiro,CC017,Morning,EMP_00374
EMP_11942,Desenvolvedor Python,Operações,Belo Horizonte,CC046,Morning,EMP_00132
EMP_11943,Coordenador de TI,Vendas,São Paulo,CC028,Night,EMP_00249
EMP_11944,Auxiliar Administrativo,Jurídico,Porto Alegre,CC038,Afternoon,EMP_00287
EMP_11945,Desenvolvedor Python,TI,São Paulo,CC010,Morning,EMP_00131
EMP_11946,Desenvolvedor Python,Recursos Humanos,Rio de Janeiro,CC004,Afternoon,EMP_00039
EMP_11947,Auxiliar Administrativo,Jurídico,São Paulo,CC014,Morning,EMP_00211
EMP_11948,Gerente de RH,Financeiro,São Paulo,CC007,Morning,EMP_00033
EMP_11949,Auxiliar Administrativo,Recursos Humanos,Belo Horizonte,CC018,Morning,EMP_00052
EMP_11950,Diretor de Operações,TI,Fortaleza,CC036,Morning,EMP_00479
EMP_11951,Diretor de Operações,TI,Salvador,CC007,Morning,EMP_00217
EMP_11952,Estagiário,Operações,Porto Alegre,CC024,Morning,EMP_00481
EMP_11953,Estagiário,Financeiro,São Paulo,CC007,Morning,EMP_00597
EMP_11954,Analista Financeiro,Jurídico,Belo Horizonte,CC049,Morning,EMP_00773
EMP_11955,Diretor de Operações,TI,Salvador,CC006,Afternoon,EMP_00864
EMP_11956,Diretor de Operações,Jurídico,São Paulo,CC018,Afternoon,EMP_00865
EMP_11957,Auxiliar Administrativo,Marketing,Belo Horizonte,CC029,Morning,EMP_00864
EMP_11958,Engenheiro de Dados,Financeiro,Rio de Janeiro,CC011,Morning,EMP_00920
EMP_11959,Coordenador de TI,Operações,Fortaleza,CC033,Night,EMP_00711
EMP_11960,Analista Financeiro,Recursos Humanos,Porto Alegre,CC024,Morning,EMP_00693
EMP_11961,Analista de Dados,Financeiro,Belo Horizonte,CC029,Morning,EMP_00261
EMP_11962,Auxiliar Administrativo,Marketing,Rio de Janeiro,CC044,Morning,EMP_00281
EMP_11963,Estagiário,TI,Belo Horizonte,CC027,Night,EMP_01000
EMP_11964,Diretor de Operações,Financeiro,Rio de Janeiro,CC033,Morning,EMP_00244
EMP_11965,Diretor de Operações,Financeiro,São Paulo,CC042,Morning,EMP_00390
EMP_11966,Analista Financeiro,Financeiro,Belo Horizonte,CC016,Morning,EMP_00059
EMP_11967,Analista Financeiro,Marketing,Rio de Janeiro,CC036,Afternoon,EMP_00851
EMP_11968,Desenvolvedor Python,Jurídico,Fortaleza,CC033,Morning,EMP_00240
EMP_11969,Coordenador de TI,Jurídico,Belo Horizonte,CC036,Morning,EMP_00326
EMP_11970,Desenvolvedor Python,TI,Curitiba,CC006,Morning,EMP_00079
EMP_11971,Diretor de Operações,Operações,Porto Alegre,CC020,Morning,EMP_00555
EMP_11972,Analista de Dados,Financeiro,Salvador,CC019,Morning,EMP_00182
EMP_11973,Diretor de Operações,Jurídico,Belo Horizonte,CC004,Morning,EMP_00919
EMP_11974,Auxiliar Administrativo,Operações,Fortaleza,CC012,Afternoon,EMP_00669
EMP_11975,Consultor de BI,Operações,Porto Alegre,CC011,Morning,EMP_00029
EMP_11976,Auxiliar Administrativo,Recursos Humanos,Rio de Janeiro,CC044,Night,EMP_00935
EMP_11977,Desenvolvedor Python,Jurídico,Salvador,CC020,Morning,EMP_00279
EMP_11978,Estagiário,Marketing,Rio de Janeiro,CC047,Morning,EMP_00034
EMP_11979,Diretor de Operações,Marketing,Salvador,CC021,Night,EMP_00952
EMP_11980,Analista Financeiro,Recursos Humanos,Fortaleza,CC029,Night,EMP_00114
EMP_11981,Gerente de RH,Financeiro,Porto Alegre,CC006,Morning,EMP_00143
EMP_11982,Consultor de BI,Recursos Humanos,Fortaleza,CC024,Morning,EMP_00937
EMP_11983,Analista Financeiro,Jurídico,Porto Alegre,CC040,Morning,EMP_00745
EMP_11984,Diretor de Operações,Jurídico,Fortaleza,CC040,Morning,EMP_00186
EMP_11985,Consultor de BI,Recursos Humanos,Belo Horizonte,CC007,Morning,EMP_00177
EMP_11986,Diretor de Operações,Operações,Porto Alegre,CC019,Morning,EMP_00780
EMP_11987,Engenheiro de Dados,Recursos Humanos,Belo Horizonte,CC048,Night,EMP_00407
EMP_11988,Analista de Dados,Recursos Humanos,São Paulo,CC023,Afternoon,EMP_00581
EMP_11989,Analista Financeiro,Vendas,Belo Horizonte,CC045,Night,EMP_00071
EMP_11990,Desenvolvedor Python,Vendas,Rio de Janeiro,CC022,Morning,EMP_00653
EMP_11991,Estagiário,Jurídico,Rio de Janeiro,CC039,Morning,EMP_00902
EMP_11992,Estagiário,TI,Rio de Janeiro,CC002,Morning,EMP_00218
EMP_11993,Engenheiro de Dados,Vendas,São Paulo,CC004,Morning,EMP_00510
EMP_11994,Gerente de RH,Vendas,Salvador,CC044,Afternoon,EMP_00943
EMP_11995,Consultor de BI,Vendas,Salvador,CC010,Morning,EMP_00024
EMP_11996,Analista Financeiro,Recursos Humanos,Salvador,CC015,Morning,EMP_00920
EMP_11997,Analista Financeiro,Vendas,Curitiba,CC001,Morning,EMP_00961
EMP_11998,Consultor de BI,Operações,São Paulo,CC046,Morning,EMP_00605
EMP_11999,Coordenador de TI,Marketing,Salvador,CC020,Morning,EMP_00978
EMP_12000,Engenheiro de Dados,Operações,Rio de Janeiro,CC034,Morning,EMP_00552
EMP_12001,Diretor de Operações,TI,Salvador,CC017,Morning,EMP_00457
EMP_12002,Diretor de Operações,Recursos Humanos,Rio de Janeiro,CC047,Morning,EMP_00876
EMP_12003,Engenheiro de Dados,Jurídico,Curitiba,CC047,Morning,EMP_00452
EMP_12004,Diretor de Operações,Marketing,Porto Alegre,CC047,Night,EMP_00724
EMP_12005,Auxiliar Administrativo,Jurídico,Rio de Janeiro,CC024,Morning,EMP_00737
EMP_12006,Engenheiro de Dados,Jurídico,Belo Horizonte,CC030,Morning,EMP_00717
EMP_12007,Gerente de RH,Financeiro,Porto Alegre,CC027,Morning,EMP_00289
EMP_12008,Analista de Dados,Vendas,Curitiba,CC035,Morning,EMP_00470
EMP_12009,Engenheiro de Dados,Vendas,Curitiba,CC004,Morning,EMP_00239
EMP_12010,Estagiário,Operações,Curitiba,CC023,Afternoon,EMP_00778
EMP_12011,Diretor de Operações,Recursos Humanos,Salvador,CC041,Night,EMP_00433
EMP_12012,Analista Financeiro,Jurídico,Curitiba,CC022,Morning,EMP_00541
EMP_12013,Estagiário,Marketing,Belo Horizonte,CC008,Night,EMP_00943
EMP_12014,Diretor de Operações,Jurídico,Salvador,CC009,Morning,EMP_00011
EMP_12015,Estagiário,TI,Fortaleza,CC040,Afternoon,EMP_00110
EMP_12016,Estagiário,TI,Belo Horizonte,CC023,Morning,EMP_00683
EMP_12017,Consultor de BI,Vendas,Salvador,CC024,Afternoon,EMP_00481
EMP_12018,Gerente de RH,Jurídico,Salvador,CC017,Morning,EMP_00236
EMP_12019,Estagiário,Marketing,Rio de Janeiro,CC036,Night,EMP_00101
EMP_12020,Desenvolvedor Python,TI,Rio de Janeiro,CC035,Morning,EMP_00760
EMP_12021,Gerente de RH,Vendas,Porto Alegre,CC001,Morning,EMP_00459
EMP_12022,Diretor de Operações,Jurídico,Salvador,CC032,Morning,EMP_00052
EMP_12023,Engenheiro de Dados,Marketing,São Paulo,CC006,Afternoon,EMP_00324
EMP_12024,Consultor de BI,Vendas,Rio de Janeiro,CC018,Morning,EMP_00943
EMP_12025,Analista de Dados,Jurídico,Rio de Janeiro,CC022,Night,EMP_00897
EMP_12026,Auxiliar Administrativo,Financeiro,Fortaleza,CC037,Morning,EMP_00421
EMP_12027,Consultor de BI,TI,Fortaleza,CC014,Morning,EMP_00476
EMP_12028,Diretor de Operações,Operações,Porto Alegre,CC040,Afternoon,EMP_00511
EMP_12029,Estagiário,Recursos Humanos,Salvador,CC017,Afternoon,EMP_00241
EMP_12030,Analista Financeiro,Jurídico,Fortaleza,CC038,Morning,EMP_00383
EMP_12031,Consultor de BI,Recursos Humanos,Porto Alegre,CC002,Morning,EMP_00942
EMP_12032,Analista Financeiro,Marketing,Curitiba,CC026,Afternoon,EMP_00019
EMP_12033,Auxiliar Administrativo,Operações,Salvador,CC015,Morning,EMP_00975
EMP_12034,Analista de Dados,Jurídico,Belo Horizonte,CC042,Morning,EMP_00333
EMP_12035,Desenvolvedor Python,Financeiro,São Paulo,CC014,Afternoon,EMP_00962
EMP_12036,Analista de Dados,Vendas,Curitiba,CC038,Afternoon,EMP_00918
EMP_12037,Engenheiro de Dados,TI,Curitiba,CC033,Morning,EMP_00932
EMP_12038,Desenvolvedor Python,Operações,Rio de Janeiro,CC027,Morning,EMP_00351
EMP_12039,Desenvolvedor Python,TI,São Paulo,CC022,Morning,EMP_00976
EMP_12040,Estagiário,Jurídico,Rio de Janeiro,CC032,Morning,EMP_00218
EMP_12041,Diretor de Operações,TI,Belo Horizonte,CC013,Night,EMP_00092
EMP_12042,Auxiliar Administrativo,Vendas,São Paulo,CC005,Night,EMP_00062
EMP_12043,Gerente de RH,Jurídico,Rio de Janeiro,CC034,Morning,EMP_00148
EMP_12044,Gerente de RH,Marketing,Fortaleza,CC035,Morning,EMP_00638
EMP_12045,Estagiário,Financeiro,Fortaleza,CC019,Afternoon,EMP_00797
EMP_12046,Engenheiro de Dados,Jurídico,Fortaleza,CC035,Morning,EMP_00938
EMP_12047,Engenheiro de Dados,TI,Porto Alegre,CC003,Night,EMP_00592
EMP_12048,Gerente de RH,Marketing,São Paulo,CC018,Morning,EMP_00921
EMP_12049,Coordenador de TI,Jurídico,Porto Alegre,CC022,Afternoon,EMP_00406
EMP_12050,Consultor de BI,Jurídico,Porto Alegre,CC008,Morning,EMP_00460
EMP_12051,Analista Financeiro,Financeiro,São Paulo,CC011,Morning,EMP_00873
EMP_12052,Engenheiro de Dados,Operações,Curitiba,CC020,Morning,EMP_00902
EMP_12053,Diretor de Operações,Marketing,Curitiba,CC047,Morning,EMP_00908
EMP_12054,Consultor de BI,TI,Belo Horizonte,CC034,Afternoon,EMP_00185
EMP_12055,Gerente de RH,Operações,Curitiba,CC018,Afternoon,EMP_00363
EMP_12056,Analista de Dados,Marketing,São Paulo,CC037,Afternoon,EMP_00334
EMP_12057,Coordenador de TI,Financeiro,São Paulo,CC003,Afternoon,EMP_00436
EMP_12058,Coordenador de TI,Financeiro,Curitiba,CC015,Morning,EMP_00547
EMP_12059,Diretor de Operações,Vendas,Curitiba,CC003,Afternoon,EMP_00959
EMP_12060,Engenheiro de Dados,Jurídico,Rio de Janeiro,CC013,Night,EMP_00143
EMP_12061,Desenvolvedor Python,TI,Rio de Janeiro,CC042,Morning,EMP_00721
EMP_12062,Auxiliar Administrativo,Vendas,Belo Horizonte,CC025,Morning,EMP_00652
EMP_12063,Estagiário,Vendas,Rio de Janeiro,CC012,Afternoon,EMP_00179
EMP_12064,Consultor de BI,Operações,Fortaleza,CC035,Morning,EMP_00334
EMP_12065,Engenheiro de Dados,Marketing,Fortaleza,CC012,Morning,EMP_00752
EMP_12066,Engenheiro de Dados,Financeiro,São Paulo,CC005,Morning,EMP_00533
EMP_12067,Analista de Dados,Jurídico,Porto Alegre,CC048,Afternoon,EMP_00527
EMP_12068,Analista Financeiro,Financeiro,Rio de Janeiro,CC018,Morning,EMP_00162
EMP_12069,Engenheiro de Dados,Financeiro,Curitiba,CC023,Morning,EMP_00277
EMP_12070,Coordenador de TI,Jurídico,Salvador,CC010,Morning,EMP_00179
EMP_12071,Engenheiro de Dados,Operações,Rio de Janeiro,CC031,Morning,EMP_00766
EMP_12072,Desenvolvedor Python,Operações,Fortaleza,CC004,Night,EMP_00669
EMP_12073,Estagiário,Vendas,Belo Horizonte,CC002,Night,EMP_00134
EMP_12074,Diretor de Operações,Recursos Humanos,Salvador,CC015,Morning,EMP_00694
EMP_12075,Engenheiro de Dados,Operações,Belo Horizonte,CC047,Morning,EMP_00517
EMP_12076,Engenheiro de Dados,Jurídico,Salvador,CC048,Afternoon,EMP_00618
EMP_12077,Auxiliar Administrativo,Recursos Humanos,Rio de Janeiro,CC017,Night,EMP_00227
EMP_12078,Analista de Dados,Operações,São Paulo,CC005,Morning,EMP_00356
EMP_12079,Auxiliar Administrativo,Financeiro,Belo Horizonte,CC027,Night,EMP_00612
EMP_12080,Estagiário,Marketing,Porto Alegre,CC003,Afternoon,EMP_00444
EMP_12081,Analista de Dados,Marketing,Rio de Janeiro,CC044,Morning,EMP_00755
EMP_12082,Consultor de BI,Marketing,Fortaleza,CC016,Afternoon,EMP_00178
EMP_12083,Analista Financeiro,TI,Fortaleza,CC013,Afternoon,EMP_00178
EMP_12084,Analista de Dados,Marketing,Curitiba,CC023,Morning,EMP_00912
EMP_12085,Auxiliar Administrativo,Marketing,Fortaleza,CC001,Afternoon,EMP_00482
EMP_12086,Consultor de BI,Financeiro,Belo Horizonte,CC044,Morning,EMP_00733
